	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	clase
15	-0.347565	0.327787	-0.189189	-0.099498	0.0881226	-0.411513	-0.135315	-0.0236261	2.30625	0.997649	0.0709327	-0.13051	0.96106	-0.541607	-0.1537	-0.0414655	0.69603	-1.28789	-1.138	-0.518747	0.945976	-0.571241	-0.112928	-0.0323592	-0.756858	-1.34448	-0.700314	0.688648	-0.311151	-0.645649	-0.0485707	-0.0361835	-0.324723	1.1727	1.09237	0.954772	0.136052	-0.835459	-0.0868626	-0.479074	0.0835141	-0.492697	-0.620852	1.08943	0.569831	-0.0930402	-0.0660959	-0.408178	-0.506288	-1.14473	-0.332051	0.625616	1.68435	-0.193176	-0.0161733	-0.304968	1.63536	0.935983	0.107943	0.571262	-0.274479	-0.175718	3
16	0.805856	0.975511	0.749819	-0.760647	-0.980813	-0.411513	-0.135315	-0.0236261	1.3234	0.997649	-1.17528	0.0783391	-0.0497981	-0.541607	-0.1537	-0.0414655	1.27506	1.09058	-0.631097	-1.00713	0.787032	-0.292047	-0.112928	-0.0323592	1.51151	0.613718	-1.5474	-1.53962	0.355252	1.00964	-0.0485707	-0.0361835	1.85484	0.693429	-1.49237	-1.74787	0.8164	0.3119	-0.0868626	0.543349	1.46699	-1.11102	-0.304214	1.08943	-0.345682	-0.0930402	-0.0660959	-0.408178	1.25843	-0.172261	1.17313	-0.889309	-0.763807	-0.193176	-0.0161733	-0.304968	0.631349	0.705276	-0.69335	-1.1601	-0.522725	-0.175718	0
17	-0.347565	-1.18357	-2.53671	-0.099498	0.266279	-0.411513	-0.135315	-0.0236261	-0.642292	-1.57802	0.320175	-0.13051	1.29801	0.443086	-0.1537	-0.0414655	-0.75154	0.580909	-0.46213	-1.00713	1.26387	-0.571241	-0.112928	-0.0323592	1.18746	0.776901	-0.192062	0.370324	1.35486	1.28552	-0.0485707	-0.0361835	-0.636088	0.0544079	-0.199999	0.785856	0.136052	-0.26178	-0.0868626	-0.479074	-0.992519	-0.956443	0.645699	-1.3219	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.38865	-1.14473	1.17313	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	-1.17588	-2.0632	0.708912	-1.1601	-0.522725	-0.175718	4
18	-0.347565	-0.104029	0.0455627	1.00242	1.86968	0.478314	-0.135315	-0.0236261	-0.642292	0.0777677	-0.17831	-1.38361	1.29801	1.67395	-0.1537	-0.0414655	-0.75154	-1.62767	-0.46213	0.132433	1.26387	0.824729	-0.112928	-0.0323592	-0.756858	-0.854928	1.16327	1.00697	1.35486	3.2167	-0.0485707	-0.0361835	-0.636088	-1.22363	0.284638	0.616941	-1.39473	-0.835459	-0.0868626	-0.479074	-0.992519	0.89854	0.329061	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.859231	1.18919	-1.64908	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.430547	0.0131557	-2.29593	-1.1601	-0.522725	-0.175718	7
19	-0.347565	-0.967661	-0.893446	0.341268	1.33521	0.181705	-0.135315	-0.0236261	0.668172	0.997649	-0.926037	-2.01016	0.624107	0.443086	-0.1537	-0.0414655	1.27506	0.580909	-0.631097	0.458024	0.787032	-0.571241	-0.112928	-0.0323592	0.215301	0.940084	0.993858	0.688648	1.18826	-0.645649	-0.0485707	-0.0361835	-0.636088	0.853184	0.123093	-1.74787	0.136052	0.885579	-0.0868626	-0.479074	0.69839	-0.338115	-1.25413	0.056001	1.02759	-0.0930402	-0.0660959	-0.408178	-0.153345	0.216726	-1.08464	0.793941	-0.355781	-0.193176	-0.0161733	-0.304968	-0.975072	0.243862	0.107943	-0.467553	-0.522725	-0.175718	8
20	-0.347565	-1.18357	-2.30196	0.341268	1.15706	0.774923	-0.135315	-0.0236261	-0.642292	-1.39404	0.81866	0.913737	0.792584	2.41247	-0.1537	-0.0414655	-0.172512	0.920691	1.22754	-1.00713	0.628087	1.66231	-0.112928	-0.0323592	1.83557	1.10327	0.824441	1.00697	1.35486	2.38905	-0.0485707	-0.0361835	0.298009	1.33245	1.09237	0.954772	1.15657	2.03294	-0.0868626	-0.479074	-0.992519	-1.11102	0.0124237	0.744952	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.38865	-1.9227	0.608687	-0.384334	-0.763807	-0.193176	-0.0161733	-0.304968	-1.17588	-2.75532	0.708912	-0.640688	-0.522725	-0.175718	4
21	-0.347565	-0.319937	-0.189189	0.782034	1.86968	4.03762	-0.135315	-0.0236261	-0.642292	0.44572	0.320175	-0.54821	0.792584	2.90482	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	-1.16993	1.10492	0.824729	-0.112928	-0.0323592	-0.756858	-1.18129	-0.869731	0.0519993	1.18826	-0.369767	-0.0485707	-0.0361835	-0.636088	0.373919	1.09237	0.954772	1.15657	1.45926	-0.0868626	-0.479074	-0.8388	0.89854	0.804018	-1.3219	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.21217	1.18919	-0.708346	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.0289412	0.474569	-1.89529	-1.1601	-0.522725	-0.175718	7
22	-0.347565	-0.319937	-0.423942	0.341268	0.978902	-0.114904	-0.135315	-0.0236261	0.0129401	0.44572	-0.427552	-1.38361	-0.0497981	1.42778	-0.1537	-0.0414655	0.985544	0.580909	-0.46213	0.295229	1.10492	0.545535	-0.112928	-0.0323592	0.539354	1.10327	1.16327	1.00697	0.855054	-0.645649	-0.0485707	-0.0361835	-0.636088	0.693429	0.284638	-1.57896	-0.204122	1.45926	-0.0868626	-0.479074	0.85211	-0.492697	-1.25413	-0.288475	1.02759	-0.0930402	-0.0660959	-0.408178	0.729013	-0.366755	-0.332051	0.793941	-0.763807	-0.193176	-0.0161733	-0.304968	0.0289412	0.243862	-0.0923803	-0.98696	-0.522725	-0.175718	8
23	-0.347565	-0.535845	-0.189189	0.341268	1.51337	1.36814	-0.135315	-0.0236261	-0.642292	0.261744	-0.676794	-1.59246	-1.39761	-0.541607	-0.1537	-0.0414655	-0.172512	0.7508	-1.138	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	1.83557	0.124169	-0.530896	0.370324	0.688453	-0.093885	-0.0485707	-0.0361835	1.54347	1.33245	0.60773	-0.734382	0.8164	1.45926	-0.0868626	-0.479074	-0.992519	-1.11102	-1.09581	0.91719	-0.574561	-0.0930402	-0.0660959	-0.408178	-1.21217	-1.14473	0.232392	-0.552659	-0.763807	-0.193176	-0.0161733	-0.304968	-0.573467	0.243862	-0.292703	-1.1601	-0.522725	-0.175718	5
24	-0.347565	-0.967661	-1.83245	-0.099498	1.33521	1.66475	-0.135315	-0.0236261	0.0129401	0.629697	0.0709327	-0.13051	1.29801	0.68926	-0.1537	-0.0414655	1.27506	0.7508	-0.124195	1.1092	0.628087	-0.571241	-0.112928	-0.0323592	-0.108752	0.450535	0.316189	0.0519993	1.18826	-0.369767	-0.0485707	-0.0361835	-0.636088	-1.22363	-1.49237	-1.74787	1.15657	0.3119	-0.0868626	-0.479074	-0.992519	-1.11102	-0.77917	1.26167	-0.116804	-0.0930402	-0.0660959	-0.408178	-1.38865	-1.9227	0.044244	0.288966	-0.763807	-0.193176	-0.0161733	-0.304968	-1.17588	-2.52462	0.508589	-0.640688	-0.522725	-0.175718	9
25	-0.347565	0.759603	0.280315	-2.30333	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	-0.474161	1.0679	-0.965909	-1.39761	-0.541607	-0.1537	-0.0414655	-0.75154	-0.438437	1.56548	0.458024	-1.27925	-0.571241	-0.112928	-0.0323592	-0.756858	0.613718	1.16327	0.0519993	-1.31075	-0.645649	-0.0485707	-0.0361835	-0.636088	0.214163	1.09237	0.616941	-1.56482	-0.835459	-0.0868626	-0.479074	-0.992519	-0.0289513	1.27897	-0.632951	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.859231	-0.172261	1.17313	0.625616	0.868294	6.31926	-0.0161733	-0.304968	-0.372664	0.705276	0.909235	1.61008	3.44921	13.7289	1
26	-0.347565	0.759603	0.984571	-0.099498	-0.980813	-0.411513	-0.135315	-0.0236261	0.668172	0.997649	0.320175	1.12259	-0.723704	-0.541607	-0.1537	-0.0414655	-0.75154	-0.098655	-0.631097	0.946409	0.151253	-0.571241	-0.112928	-0.0323592	-0.756858	-1.50766	-1.5474	1.00697	0.0220507	-0.645649	-0.0485707	-0.0361835	-0.636088	-1.22363	-1.00773	0.954772	-0.88447	-0.835459	-0.0868626	-0.479074	-0.992519	0.743958	1.12066	-1.3219	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.329817	1.18919	1.17313	0.962266	1.48033	1.10931	-0.0161733	-0.304968	0.832152	0.935983	-0.493027	0.398126	2.70447	5.03852	2
27	-0.347565	-0.751753	0.280315	-0.540264	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	0.629697	-0.17831	0.287189	-0.218274	-0.541607	-0.1537	-0.0414655	0.985544	1.09058	-0.969032	-1.16993	1.26387	-0.571241	-0.112928	-0.0323592	0.863407	0.450535	-1.5474	-1.53962	0.521853	0.733761	-0.0485707	-0.0361835	1.85484	0.853184	-1.49237	-1.74787	-0.204122	1.17242	-0.0868626	-0.138266	1.46699	-1.11102	-1.25413	0.056001	1.02759	-0.0930402	-0.0660959	-0.408178	0.905484	-1.33922	-0.708346	1.13059	-0.559794	-0.193176	-0.0161733	-0.304968	-0.573467	0.935983	0.508589	-0.467553	-0.522725	-0.175718	0
28	-0.347565	-1.18357	-0.423942	0.120885	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	-0.290185	0.569417	-1.38361	-1.39761	-0.541607	-0.1537	-0.0414655	-0.75154	0.920691	-0.631097	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	-0.108752	0.940084	-1.20856	-0.584649	-1.14415	-0.645649	-0.0485707	-0.0361835	-0.013357	1.33245	0.930821	0.27911	0.986487	0.3119	-0.0868626	-0.479074	1.46699	-0.338115	-1.25413	-0.977426	2.40086	-0.0930402	-0.0660959	-0.408178	0.729013	0.0222322	-1.08464	0.288966	2.09237	-0.193176	-0.0161733	-0.304968	-0.975072	-0.217551	0.508589	0.917533	-0.274479	-0.175718	6
29	-0.347565	-1.18357	-2.77146	-0.319881	1.33521	-0.411513	-0.135315	-0.0236261	-0.642292	-1.94597	-2.91998	0.913737	1.29801	-0.541607	-0.1537	-0.0414655	-0.75154	-1.62767	0.0447721	1.4348	0.945976	-0.571241	-0.112928	-0.0323592	0.215301	0.450535	1.16327	1.00697	0.855054	-0.645649	-0.0485707	-0.0361835	0.298009	0.533674	-0.0384532	0.954772	-0.0340352	-0.835459	-0.0868626	-0.479074	-0.992519	-1.11102	1.27897	0.056001	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.38865	-1.9227	0.984982	0.457291	-0.763807	-0.193176	-0.0161733	-0.304968	-1.17588	-2.75532	-0.69335	1.43694	-0.0262337	-0.175718	1
30	-0.347565	0.327787	-0.658694	0.341268	0.978902	0.181705	-0.135315	-0.0236261	1.3234	0.997649	-0.676794	-2.01016	0.792584	1.42778	-0.1537	-0.0414655	1.56457	0.7508	-0.293163	0.620819	0.945976	-0.0128533	-0.112928	-0.0323592	0.215301	1.10327	1.16327	1.00697	-0.311151	-0.645649	-0.0485707	-0.0361835	-0.013357	1.33245	-0.684636	-1.57896	0.476226	0.598739	-0.0868626	0.884157	1.31327	-1.11102	-1.25413	-0.116237	1.02759	-0.0930402	-0.0660959	1.08509	1.4349	-1.14473	-0.520199	0.625616	-0.355781	-0.193176	-0.0161733	-0.304968	1.43456	0.0131557	-0.69335	-0.98696	-0.522725	-0.175718	8
31	-0.347565	0.759603	0.515067	1.00242	0.266279	-0.411513	-0.135315	-0.0236261	-0.314676	0.629697	-1.42452	0.704888	0.792584	-0.541607	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	1.1092	-0.00769154	-0.571241	-0.112928	-0.0323592	-0.756858	0.124169	0.655023	1.00697	0.855054	-0.093885	-0.0485707	-0.0361835	-0.636088	1.33245	1.09237	0.954772	0.646313	1.45926	-0.0868626	-0.479074	-0.685081	1.2077	-0.620852	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	0.0231264	0.605713	-1.83723	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	1.23376	-0.448258	-2.29593	-1.1601	-0.522725	-0.175718	7
32	-0.347565	0.543695	0.984571	-0.760647	-0.980813	-0.411513	-0.135315	-0.0236261	-0.314676	0.997649	-0.676794	-0.13051	0.118678	-0.541607	-0.1537	-0.0414655	0.406516	0.920691	-1.138	-1.16993	0.310198	-0.292047	-0.112928	-0.0323592	1.18746	0.450535	-1.5474	-1.53962	-0.311151	1.00964	-0.0485707	-0.0361835	0.92074	0.693429	-1.49237	-1.74787	-0.88447	1.45926	-0.0868626	0.884157	1.15955	-1.11102	-1.25413	-0.288475	1.02759	-0.0930402	-0.0660959	0.0895778	1.4349	-0.172261	-0.332051	0.793941	0.0522439	-0.193176	-0.0161733	-0.304968	0.0289412	0.705276	0.508589	-0.294417	-0.522725	-0.175718	0
33	-0.347565	0.759603	0.984571	1.00242	1.69153	0.181705	-0.135315	-0.0236261	-0.642292	-0.290185	-1.42452	-0.54821	1.29801	1.42778	-0.1537	-0.0414655	-0.75154	-1.62767	-0.800065	-1.00713	1.26387	1.38312	-0.112928	-0.0323592	-0.756858	0.450535	1.16327	1.00697	1.35486	2.94082	-0.0485707	-0.0361835	-0.636088	-0.744369	-0.846182	0.785856	0.136052	-0.548619	-0.0868626	-0.479074	-0.992519	-0.0289513	1.12066	-1.14966	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.859231	0.9947	-0.520199	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.430547	0.243862	-2.09561	-1.1601	-0.522725	-0.175718	7
34	-0.347565	-0.751753	0.515067	-0.319881	-0.980813	-0.411513	-0.135315	-0.0236261	-0.314676	0.629697	0.0709327	-2.21901	-1.39761	-0.541607	-0.1537	-0.0414655	0.69603	0.7508	-0.969032	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	1.18746	0.287352	-1.5474	-1.53962	-1.31075	-0.645649	-0.0485707	-0.0361835	1.54347	1.1727	0.60773	0.785856	-0.374209	-0.548619	-0.0868626	0.543349	1.31327	0.125631	-1.25413	0.400477	1.48535	-0.0930402	-0.0660959	-0.408178	0.552541	-0.172261	-1.08464	-0.216009	2.29638	-0.193176	-0.0161733	-0.304968	-0.975072	0.0131557	0.508589	0.917533	0.470258	-0.175718	6
35	-0.347565	-1.18357	-2.06721	-0.099498	1.86968	2.85118	-0.135315	-0.0236261	-0.642292	-1.02609	1.0679	0.704888	0.792584	3.39717	2.88035	-0.0414655	0.117002	1.09058	0.213739	-1.16993	0.787032	3.33747	-0.112928	-0.0323592	2.48367	0.940084	-0.530896	0.211161	1.35486	1.00964	-0.0485707	-0.0361835	1.85484	1.33245	0.930821	0.616941	0.986487	-0.548619	-0.0868626	-0.479074	-0.531362	-1.11102	0.329061	0.572715	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.38865	-1.9227	0.984982	-0.047684	-0.763807	-0.193176	-0.0161733	-0.304968	-1.17588	-2.52462	0.909235	-0.294417	-0.522725	-0.175718	9
36	-0.347565	-1.18357	-2.77146	0.341268	1.86968	0.478314	-0.135315	-0.0236261	-0.642292	-1.94597	-2.67073	0.913737	1.29801	-0.541607	-0.1537	-0.0414655	-0.172512	-0.778219	1.05858	1.4348	0.945976	-0.571241	-0.112928	-0.0323592	2.48367	1.10327	0.993858	1.00697	0.688453	-0.645649	-0.0485707	-0.0361835	-0.324723	-0.584613	-0.684636	0.954772	0.476226	-0.835459	-0.0868626	-0.479074	-0.992519	-0.956443	1.27897	0.91719	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.38865	-1.9227	1.17313	0.962266	-0.763807	-0.193176	-0.0161733	-0.304968	-1.17588	-2.75532	-0.0923803	1.61008	1.46324	-0.175718	1
37	-0.347565	-0.319937	0.515067	1.00242	1.86968	3.14779	-0.135315	-0.0236261	-0.642292	0.261744	-0.676794	-2.21901	-0.555227	3.39717	2.88035	-0.0414655	-0.462026	0.920691	1.22754	0.458024	0.787032	2.77909	-0.112928	-0.0323592	1.83557	1.10327	1.16327	1.00697	0.188651	0.181997	-0.0485707	-0.0361835	-0.324723	-0.584613	-0.199999	0.785856	-1.56482	-0.835459	-0.0868626	-0.479074	-0.992519	0.125631	0.804018	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.21217	0.800206	-0.143904	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.0289412	0.705276	-1.49464	-1.1601	-0.522725	-0.175718	9
