	f1	f2	f3	f4	f5	f6	clase
140	-2.25112	-0.921841	1.06794	-0.22447	0.421431	0.243815	0
141	-2.25112	-0.921841	1.06794	-0.22447	0.854279	-0.645712	0
142	-2.25112	-0.921841	1.06794	-0.22447	0.854279	0.243815	0
143	-2.25112	-0.921841	1.06794	-0.22447	1.28713	-0.645712	0
144	-2.25112	-0.921841	1.06794	-0.22447	1.28713	-0.200949	0
145	-2.25112	-0.921841	1.06794	-0.22447	1.28713	0.243815	0
146	-2.25112	-0.921841	1.06794	0.213603	0.421431	-0.200949	0
147	-2.25112	-0.921841	1.06794	0.213603	0.421431	0.243815	0
148	-2.25112	-0.921841	1.06794	0.213603	0.421431	0.688578	0
149	-2.25112	-0.921841	1.06794	0.213603	0.854279	-0.200949	0
150	-2.25112	-0.921841	1.06794	0.213603	0.854279	0.688578	0
151	-2.25112	-0.921841	1.06794	0.213603	1.28713	-0.200949	0
152	-2.25112	-0.921841	1.06794	0.213603	1.28713	0.243815	0
153	-2.25112	-0.921841	1.06794	0.213603	1.28713	0.688578	0
154	-2.25112	-0.921841	1.06794	0.651676	0.421431	0.243815	0
155	-2.25112	-0.921841	1.06794	0.651676	0.421431	0.688578	0
156	-2.25112	-0.921841	1.06794	0.651676	0.854279	0.243815	0
157	-2.25112	-0.921841	1.06794	0.651676	0.854279	1.13334	0
158	-2.25112	-0.921841	1.06794	0.651676	1.28713	0.243815	0
159	-2.25112	-0.921841	1.06794	0.651676	1.28713	0.688578	0
160	-2.25112	-0.921841	1.06794	0.651676	1.28713	1.13334	0
161	-2.25112	-0.921841	1.06794	1.08975	0.421431	0.688578	0
162	-2.25112	-0.921841	1.06794	1.08975	0.854279	0.688578	0
163	-2.25112	-0.921841	1.06794	1.08975	1.28713	0.688578	0
164	-2.25112	-0.921841	1.06794	1.08975	1.28713	1.13334	0
165	-2.25112	-0.921841	1.06794	1.08975	1.28713	1.5781	0
166	-2.25112	-0.921841	1.06794	1.52782	1.28713	1.13334	0
167	-2.25112	-0.921841	1.50308	-1.53869	0.854279	-1.53524	0
168	-2.25112	-0.921841	1.50308	-1.53869	0.854279	-1.09048	0
169	-2.25112	-0.921841	1.50308	-1.53869	1.28713	-1.09048	0
170	-2.25112	-0.921841	1.50308	-1.10062	0.854279	-1.53524	0
171	-2.25112	-0.921841	1.50308	-1.10062	0.854279	-1.09048	0
172	-2.25112	-0.921841	1.50308	-1.10062	0.854279	-0.645712	0
173	-2.25112	-0.921841	1.50308	-1.10062	1.28713	-1.53524	0
174	-2.25112	-0.921841	1.50308	-1.10062	1.28713	-0.645712	0
175	-2.25112	-0.921841	1.50308	-0.662544	0.854279	-1.09048	0
176	-2.25112	-0.921841	1.50308	-0.662544	0.854279	-0.645712	0
177	-2.25112	-0.921841	1.50308	-0.662544	0.854279	-0.200949	0
178	-2.25112	-0.921841	1.50308	-0.662544	1.28713	-1.09048	0
179	-2.25112	-0.921841	1.50308	-0.662544	1.28713	-0.200949	0
180	-2.25112	-0.921841	1.50308	-0.22447	0.854279	-0.645712	0
181	-2.25112	-0.921841	1.50308	-0.22447	0.854279	-0.200949	0
182	-2.25112	-0.921841	1.50308	-0.22447	0.854279	0.243815	0
183	-2.25112	-0.921841	1.50308	-0.22447	1.28713	-0.645712	0
184	-2.25112	-0.921841	1.50308	-0.22447	1.28713	0.243815	0
185	-2.25112	-0.921841	1.50308	0.213603	0.854279	-0.200949	0
186	-2.25112	-0.921841	1.50308	0.213603	0.854279	0.243815	0
187	-2.25112	-0.921841	1.50308	0.213603	0.854279	0.688578	0
188	-2.25112	-0.921841	1.50308	0.213603	1.28713	-0.200949	0
189	-2.25112	-0.921841	1.50308	0.213603	1.28713	0.688578	0
190	-2.25112	-0.921841	1.50308	0.651676	0.854279	0.243815	0
191	-2.25112	-0.921841	1.50308	0.651676	0.854279	0.688578	0
192	-2.25112	-0.921841	1.50308	0.651676	0.854279	1.13334	0
193	-2.25112	-0.921841	1.50308	0.651676	1.28713	0.243815	0
194	-2.25112	-0.921841	1.50308	0.651676	1.28713	1.13334	0
195	-2.25112	-0.921841	1.50308	1.08975	0.854279	0.688578	0
196	-2.25112	-0.921841	1.50308	1.08975	0.854279	1.13334	0
197	-2.25112	-0.921841	1.50308	1.08975	1.28713	0.688578	0
198	-2.25112	-0.921841	1.50308	1.08975	1.28713	1.5781	0
199	-2.25112	-0.921841	1.50308	1.52782	0.854279	1.13334	0
200	-2.25112	-0.921841	1.50308	1.52782	1.28713	1.13334	0
201	-1.18384	-0.921841	-1.5429	-0.662544	-1.74281	-0.200949	0
202	-1.18384	-0.921841	-1.5429	-0.662544	-1.30996	-0.645712	0
203	-1.18384	-0.921841	-1.5429	-0.662544	-1.30996	-0.200949	0
204	-1.18384	-0.921841	-1.5429	-0.22447	-1.74281	-0.645712	0
205	-1.18384	-0.921841	-1.5429	-0.22447	-1.74281	0.243815	0
206	-1.18384	-0.921841	-1.5429	-0.22447	-1.30996	-0.645712	0
207	-1.18384	-0.921841	-1.5429	-0.22447	-1.30996	-0.200949	0
208	-1.18384	-0.921841	-1.5429	-0.22447	-1.30996	0.243815	0
209	-1.18384	-0.921841	-1.5429	0.213603	-1.74281	-0.200949	0
210	-1.18384	-0.921841	-1.5429	0.213603	-1.74281	0.688578	0
211	-1.18384	-0.921841	-1.5429	0.213603	-1.30996	-0.200949	0
212	-1.18384	-0.921841	-1.5429	0.213603	-1.30996	0.243815	0
213	-1.18384	-0.921841	-1.5429	0.213603	-1.30996	0.688578	0
214	-1.18384	-0.921841	-1.5429	0.651676	-1.74281	0.243815	0
215	-1.18384	-0.921841	-1.5429	0.651676	-1.74281	1.13334	0
216	-1.18384	-0.921841	-1.5429	0.651676	-1.30996	0.243815	0
217	-1.18384	-0.921841	-1.5429	0.651676	-1.30996	0.688578	0
218	-1.18384	-0.921841	-1.5429	0.651676	-1.30996	1.13334	0
219	-1.18384	-0.921841	-1.5429	1.08975	-1.74281	0.688578	0
220	-1.18384	-0.921841	-1.5429	1.08975	-1.74281	1.5781	0
221	-1.18384	-0.921841	-1.5429	1.08975	-1.30996	0.688578	0
222	-1.18384	-0.921841	-1.5429	1.08975	-1.30996	1.13334	0
223	-1.18384	-0.921841	-1.5429	1.08975	-1.30996	1.5781	0
224	-1.18384	-0.921841	-1.5429	1.52782	-1.74281	1.13334	0
225	-1.18384	-0.921841	-1.5429	1.52782	-1.30996	1.13334	0
226	-1.18384	-0.921841	-1.5429	1.52782	-1.30996	1.5781	0
227	-1.18384	-0.921841	-1.10776	-0.662544	-1.74281	-0.645712	0
228	-1.18384	-0.921841	-1.10776	-0.662544	-1.74281	-0.200949	0
229	-1.18384	-0.921841	-1.10776	-0.662544	-1.30996	-0.200949	0
230	-1.18384	-0.921841	-1.10776	-0.662544	-0.877113	-0.645712	0
231	-1.18384	-0.921841	-1.10776	-0.662544	-0.877113	-0.200949	0
232	-1.18384	-0.921841	-1.10776	-0.22447	-1.74281	-0.645712	0
233	-1.18384	-0.921841	-1.10776	-0.22447	-1.74281	-0.200949	0
234	-1.18384	-0.921841	-1.10776	-0.22447	-1.74281	0.243815	0
235	-1.18384	-0.921841	-1.10776	-0.22447	-1.30996	-0.645712	0
236	-1.18384	-0.921841	-1.10776	-0.22447	-1.30996	0.243815	0
237	-1.18384	-0.921841	-1.10776	-0.22447	-0.877113	-0.645712	0
238	-1.18384	-0.921841	-1.10776	-0.22447	-0.877113	-0.200949	0
239	-1.18384	-0.921841	-1.10776	-0.22447	-0.877113	0.243815	0
240	-1.18384	-0.921841	-1.10776	0.213603	-1.74281	-0.200949	0
241	-1.18384	-0.921841	-1.10776	0.213603	-1.74281	0.243815	0
242	-1.18384	-0.921841	-1.10776	0.213603	-1.74281	0.688578	0
243	-1.18384	-0.921841	-1.10776	0.213603	-1.30996	-0.200949	0
244	-1.18384	-0.921841	-1.10776	0.213603	-1.30996	0.688578	0
245	-1.18384	-0.921841	-1.10776	0.213603	-0.877113	-0.200949	0
246	-1.18384	-0.921841	-1.10776	0.213603	-0.877113	0.243815	0
247	-1.18384	-0.921841	-1.10776	0.213603	-0.877113	0.688578	0
248	-1.18384	-0.921841	-1.10776	0.651676	-1.74281	0.243815	0
249	-1.18384	-0.921841	-1.10776	0.651676	-1.74281	0.688578	0
250	-1.18384	-0.921841	-1.10776	0.651676	-1.74281	1.13334	0
251	-1.18384	-0.921841	-1.10776	0.651676	-1.30996	0.243815	0
252	-1.18384	-0.921841	-1.10776	0.651676	-1.30996	1.13334	0
253	-1.18384	-0.921841	-1.10776	0.651676	-0.877113	0.243815	0
254	-1.18384	-0.921841	-1.10776	0.651676	-0.877113	0.688578	0
255	-1.18384	-0.921841	-1.10776	0.651676	-0.877113	1.13334	0
256	-1.18384	-0.921841	-1.10776	1.08975	-1.74281	0.688578	0
257	-1.18384	-0.921841	-1.10776	1.08975	-1.74281	1.13334	0
258	-1.18384	-0.921841	-1.10776	1.08975	-1.74281	1.5781	0
259	-1.18384	-0.921841	-1.10776	1.08975	-1.30996	0.688578	0
260	-1.18384	-0.921841	-1.10776	1.08975	-1.30996	1.5781	0
261	-1.18384	-0.921841	-1.10776	1.08975	-0.877113	0.688578	0
262	-1.18384	-0.921841	-1.10776	1.08975	-0.877113	1.13334	0
263	-1.18384	-0.921841	-1.10776	1.08975	-0.877113	1.5781	0
264	-1.18384	-0.921841	-1.10776	1.52782	-1.74281	1.13334	0
265	-1.18384	-0.921841	-1.10776	1.52782	-1.74281	1.5781	0
266	-1.18384	-0.921841	-1.10776	1.52782	-1.30996	1.13334	0
267	-1.18384	-0.921841	-1.10776	1.52782	-0.877113	1.13334	0
268	-1.18384	-0.921841	-1.10776	1.52782	-0.877113	1.5781	0
269	-1.18384	-0.921841	-0.672625	-0.662544	-1.30996	-0.645712	0
270	-1.18384	-0.921841	-0.672625	-0.662544	-1.30996	-0.200949	0
271	-1.18384	-0.921841	-0.672625	-0.662544	-0.877113	-0.200949	0
272	-1.18384	-0.921841	-0.672625	-0.662544	-0.444265	-1.09048	0
273	-1.18384	-0.921841	-0.672625	-0.662544	-0.444265	-0.645712	0
274	-1.18384	-0.921841	-0.672625	-0.662544	-0.444265	-0.200949	0
275	-1.18384	-0.921841	-0.672625	-0.22447	-1.30996	-0.645712	0
276	-1.18384	-0.921841	-0.672625	-0.22447	-1.30996	-0.200949	0
277	-1.18384	-0.921841	-0.672625	-0.22447	-1.30996	0.243815	0
278	-1.18384	-0.921841	-0.672625	-0.22447	-0.877113	-0.645712	0
279	-1.18384	-0.921841	-0.672625	-0.22447	-0.877113	0.243815	0
280	-1.18384	-0.921841	-0.672625	-0.22447	-0.444265	-0.645712	0
281	-1.18384	-0.921841	-0.672625	-0.22447	-0.444265	-0.200949	0
282	-1.18384	-0.921841	-0.672625	-0.22447	-0.444265	0.243815	0
283	-1.18384	-0.921841	-0.672625	0.213603	-1.30996	-0.200949	0
284	-1.18384	-0.921841	-0.672625	0.213603	-1.30996	0.243815	0
285	-1.18384	-0.921841	-0.672625	0.213603	-1.30996	0.688578	0
286	-1.18384	-0.921841	-0.672625	0.213603	-0.877113	-0.200949	0
287	-1.18384	-0.921841	-0.672625	0.213603	-0.877113	0.688578	0
288	-1.18384	-0.921841	-0.672625	0.213603	-0.444265	-0.200949	0
289	-1.18384	-0.921841	-0.672625	0.213603	-0.444265	0.243815	0
290	-1.18384	-0.921841	-0.672625	0.213603	-0.444265	0.688578	0
291	-1.18384	-0.921841	-0.672625	0.651676	-1.30996	0.243815	0
292	-1.18384	-0.921841	-0.672625	0.651676	-1.30996	0.688578	0
293	-1.18384	-0.921841	-0.672625	0.651676	-1.30996	1.13334	0
294	-1.18384	-0.921841	-0.672625	0.651676	-0.877113	0.243815	0
295	-1.18384	-0.921841	-0.672625	0.651676	-0.877113	1.13334	0
296	-1.18384	-0.921841	-0.672625	0.651676	-0.444265	0.243815	0
297	-1.18384	-0.921841	-0.672625	0.651676	-0.444265	0.688578	0
298	-1.18384	-0.921841	-0.672625	0.651676	-0.444265	1.13334	0
299	-1.18384	-0.921841	-0.672625	1.08975	-1.30996	0.688578	0
300	-1.18384	-0.921841	-0.672625	1.08975	-1.30996	1.13334	0
301	-1.18384	-0.921841	-0.672625	1.08975	-1.30996	1.5781	0
302	-1.18384	-0.921841	-0.672625	1.08975	-0.877113	0.688578	0
303	-1.18384	-0.921841	-0.672625	1.08975	-0.877113	1.5781	0
304	-1.18384	-0.921841	-0.672625	1.08975	-0.444265	0.688578	0
305	-1.18384	-0.921841	-0.672625	1.08975	-0.444265	1.13334	0
306	-1.18384	-0.921841	-0.672625	1.08975	-0.444265	1.5781	0
307	-1.18384	-0.921841	-0.672625	1.52782	-1.30996	1.13334	0
308	-1.18384	-0.921841	-0.672625	1.52782	-1.30996	1.5781	0
309	-1.18384	-0.921841	-0.672625	1.52782	-0.877113	1.13334	0
310	-1.18384	-0.921841	-0.672625	1.52782	-0.444265	1.13334	0
311	-1.18384	-0.921841	-0.672625	1.52782	-0.444265	1.5781	0
312	-1.18384	-0.921841	-0.237484	-1.53869	-0.444265	-1.09048	0
313	-1.18384	-0.921841	-0.237484	-1.53869	-0.0114167	-1.53524	0
314	-1.18384	-0.921841	-0.237484	-1.53869	-0.0114167	-1.09048	0
315	-1.18384	-0.921841	-0.237484	-1.10062	-0.877113	-0.645712	0
316	-1.18384	-0.921841	-0.237484	-1.10062	-0.444265	-1.53524	0
317	-1.18384	-0.921841	-0.237484	-1.10062	-0.444265	-0.645712	0
318	-1.18384	-0.921841	-0.237484	-1.10062	-0.0114167	-1.53524	0
319	-1.18384	-0.921841	-0.237484	-1.10062	-0.0114167	-1.09048	0
320	-1.18384	-0.921841	-0.237484	-1.10062	-0.0114167	-0.645712	0
321	-1.18384	-0.921841	-0.237484	-0.662544	-0.877113	-0.645712	0
322	-1.18384	-0.921841	-0.237484	-0.662544	-0.877113	-0.200949	0
323	-1.18384	-0.921841	-0.237484	-0.662544	-0.444265	-1.09048	0
324	-1.18384	-0.921841	-0.237484	-0.662544	-0.444265	-0.200949	0
325	-1.18384	-0.921841	-0.237484	-0.662544	-0.0114167	-1.09048	0
326	-1.18384	-0.921841	-0.237484	-0.662544	-0.0114167	-0.645712	0
327	-1.18384	-0.921841	-0.237484	-0.662544	-0.0114167	-0.200949	0
328	-1.18384	-0.921841	-0.237484	-0.22447	-0.877113	-0.645712	0
329	-1.18384	-0.921841	-0.237484	-0.22447	-0.877113	-0.200949	0
330	-1.18384	-0.921841	-0.237484	-0.22447	-0.877113	0.243815	0
331	-1.18384	-0.921841	-0.237484	-0.22447	-0.444265	-0.645712	0
332	-1.18384	-0.921841	-0.237484	-0.22447	-0.444265	0.243815	0
333	-1.18384	-0.921841	-0.237484	-0.22447	-0.0114167	-0.645712	0
334	-1.18384	-0.921841	-0.237484	-0.22447	-0.0114167	-0.200949	0
335	-1.18384	-0.921841	-0.237484	-0.22447	-0.0114167	0.243815	0
336	-1.18384	-0.921841	-0.237484	0.213603	-0.877113	-0.200949	0
337	-1.18384	-0.921841	-0.237484	0.213603	-0.877113	0.243815	0
338	-1.18384	-0.921841	-0.237484	0.213603	-0.877113	0.688578	0
339	-1.18384	-0.921841	-0.237484	0.213603	-0.444265	-0.200949	0
340	-1.18384	-0.921841	-0.237484	0.213603	-0.444265	0.688578	0
341	-1.18384	-0.921841	-0.237484	0.213603	-0.0114167	-0.200949	0
342	-1.18384	-0.921841	-0.237484	0.213603	-0.0114167	0.243815	0
343	-1.18384	-0.921841	-0.237484	0.213603	-0.0114167	0.688578	0
344	-1.18384	-0.921841	-0.237484	0.651676	-0.877113	0.243815	0
345	-1.18384	-0.921841	-0.237484	0.651676	-0.877113	0.688578	0
346	-1.18384	-0.921841	-0.237484	0.651676	-0.877113	1.13334	0
347	-1.18384	-0.921841	-0.237484	0.651676	-0.444265	0.243815	0
348	-1.18384	-0.921841	-0.237484	0.651676	-0.444265	1.13334	0
349	-1.18384	-0.921841	-0.237484	0.651676	-0.0114167	0.243815	0
350	-1.18384	-0.921841	-0.237484	0.651676	-0.0114167	0.688578	0
351	-1.18384	-0.921841	-0.237484	0.651676	-0.0114167	1.13334	0
352	-1.18384	-0.921841	-0.237484	1.08975	-0.877113	0.688578	0
353	-1.18384	-0.921841	-0.237484	1.08975	-0.877113	1.13334	0
354	-1.18384	-0.921841	-0.237484	1.08975	-0.877113	1.5781	0
355	-1.18384	-0.921841	-0.237484	1.08975	-0.444265	0.688578	0
356	-1.18384	-0.921841	-0.237484	1.08975	-0.444265	1.5781	0
357	-1.18384	-0.921841	-0.237484	1.08975	-0.0114167	0.688578	0
358	-1.18384	-0.921841	-0.237484	1.08975	-0.0114167	1.13334	0
359	-1.18384	-0.921841	-0.237484	1.08975	-0.0114167	1.5781	0
360	-1.18384	-0.921841	-0.237484	1.52782	-0.877113	1.13334	0
361	-1.18384	-0.921841	-0.237484	1.52782	-0.877113	1.5781	0
362	-1.18384	-0.921841	-0.237484	1.52782	-0.444265	1.13334	0
