	f1	f2	f3	f4	f5	f6	clase
100	2.58893	1.42247	0.821904	0.418876	2.60343	0.779683	0
101	2.58893	1.42247	0.821904	1.40232	1.81473	0.779683	1
102	2.58893	1.42247	0.821904	2.38577	0.237339	2.14334	1
103	2.58893	1.42247	2.22531	0.418876	1.02604	2.14334	1
104	2.58893	1.42247	2.22531	0.418876	1.81473	2.14334	1
105	2.58893	1.42247	2.22531	1.40232	0.237339	2.14334	1
106	2.58893	1.42247	2.22531	2.38577	0.237339	0.779683	1
107	2.58893	1.42247	2.22531	2.38577	1.81473	2.14334	1
108	2.58893	1.42247	2.22531	2.38577	2.60343	0.779683	0
109	2.58893	2.41681	0.821904	0.418876	1.81473	2.14334	1
110	2.58893	2.41681	0.821904	0.418876	2.60343	0.779683	1
111	2.58893	2.41681	0.821904	1.40232	2.60343	2.14334	0
112	2.58893	2.41681	0.821904	2.38577	0.237339	0.779683	0
113	2.58893	2.41681	0.821904	2.38577	1.02604	0.779683	0
114	2.58893	2.41681	0.821904	2.38577	1.02604	2.14334	0
115	2.58893	2.41681	0.821904	2.38577	2.60343	0.779683	0
116	2.58893	2.41681	2.22531	0.418876	0.237339	0.779683	0
117	2.58893	2.41681	2.22531	0.418876	0.237339	2.14334	0
118	2.58893	2.41681	2.22531	1.40232	1.02604	2.14334	0
119	2.58893	2.41681	2.22531	1.40232	1.81473	2.14334	0
120	2.58893	2.41681	2.22531	2.38577	0.237339	0.779683	0
121	2.58893	2.41681	2.22531	2.38577	1.81473	2.14334	0
122	2.58893	2.41681	2.22531	2.38577	2.60343	2.14334	0
