@relation titanic
@attribute 'f1' real
@attribute 'f2' real
@attribute 'f3' real
@attribute 'clase' {0,1}
@data
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,0.520957,0
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,1
-1.86652,-0.22821,-1.91867,0
-1.86652,-0.22821,-1.91867,0
-1.86652,-0.22821,-1.91867,0
-1.86652,-0.22821,-1.91867,0
-1.86652,4.37995,0.520957,1
-1.86652,4.37995,0.520957,1
-1.86652,4.37995,0.520957,1
-1.86652,4.37995,0.520957,1
-1.86652,4.37995,0.520957,1
-1.86652,4.37995,-1.91867,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,1
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,0.520957,0
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,1
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,-0.22821,-1.91867,0
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,0.520957,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
-0.922536,4.37995,-1.91867,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,1
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
0.0214443,-0.22821,0.520957,0
